seed,epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr
123,1,3.204334148993859,0.07692307692307693,0.038911088911088916,3.0707059701283774,0.21794871794871795,0.14658991801848945,0.0003
123,2,3.0406158887423,0.28205128205128205,0.26100331292638984,2.905208416474171,0.4166666666666667,0.3471259509721048,0.0003
123,3,2.8892633059085946,0.4551282051282051,0.44022040051451816,2.739457845687866,0.6410256410256411,0.5990480612759278,0.0003
123,4,2.7400286625593138,0.5064102564102564,0.47737793880327817,2.5788570917569675,0.7564102564102564,0.715722738799662,0.0003
123,5,2.596626911407862,0.6987179487179487,0.6920128652803098,2.423693228990604,0.8333333333333334,0.80380132687825,0.0003
123,6,2.429853671636337,0.7564102564102564,0.7524611888865281,2.27259915914291,0.8461538461538461,0.8151164823110525,0.0003
123,7,2.2620312556242332,0.8525641025641025,0.8337015548554011,2.120797872543335,0.8653846153846154,0.8352079293255765,0.0003
123,8,2.1018841633429894,0.8782051282051282,0.8613802863802864,1.9664823244779537,0.8846153846153846,0.8627069009421953,0.0003
123,9,1.957323159926977,0.9102564102564102,0.893819641896565,1.8149133248206897,0.9166666666666666,0.8967463908640378,0.0003
123,10,1.8070668226633317,0.9294871794871795,0.9148801801516734,1.6636911569497523,0.9166666666666666,0.8967463908640378,0.0003
123,11,1.6662133167951534,0.9102564102564102,0.8920630651399883,1.5149152706830928,0.9166666666666666,0.8967463908640378,0.0003
123,12,1.499751635086842,0.9743589743589743,0.9711538461538461,1.3751236016933734,0.9166666666666666,0.8967463908640378,0.0003
123,13,1.3550595106222691,0.9615384615384616,0.9606060606060605,1.2409473871573424,0.9166666666666666,0.8967463908640378,0.0003
123,14,1.202887956912701,0.9807692307692307,0.9787264018033248,1.1175884344638922,0.9166666666666666,0.8967463908640378,0.0003
123,15,1.091971666384966,0.967948717948718,0.9636632598171059,1.000409483909607,0.9166666666666666,0.8967463908640378,0.00015
123,16,1.0293063078171167,0.967948717948718,0.9589180050718512,0.9435117580951788,0.9166666666666666,0.8967463908640378,0.00015
123,17,0.9418649963843517,0.967948717948718,0.9589180050718512,0.8890655224139874,0.9166666666666666,0.8967463908640378,0.00015
123,18,0.8748261072696784,0.967948717948718,0.9599535080304311,0.8390641044347714,0.9166666666666666,0.8967463908640378,0.00015
123,19,0.8115816544263791,0.9807692307692307,0.9787264018033248,0.7912662900411166,0.9166666666666666,0.8967463908640378,0.00015
123,20,0.7960068491789011,0.9807692307692307,0.9787264018033248,0.7438122859367957,0.9166666666666666,0.8967463908640378,0.00015
123,21,0.7224601354354467,0.9871794871794872,0.9863905325443787,0.7012295906360333,0.9166666666666666,0.8967463908640378,7.5e-05
123,22,0.6896009353490976,0.9935897435897436,0.9935449166218397,0.6801139697050437,0.9230769230769231,0.9092436974789915,7.5e-05
123,23,0.6629822758527902,0.9871794871794872,0.9863905325443787,0.6596253208625011,0.9294871794871795,0.9191822882999354,7.5e-05
123,24,0.6206061977606553,1.0,1.0,0.6397630434769851,0.9358974358974359,0.9275156216332687,7.5e-05
123,25,0.6027793762011405,1.0,1.0,0.6220493958546565,0.9423076923076923,0.9348416289592761,7.5e-05
123,26,0.5867819281724783,0.9935897435897436,0.9935449166218397,0.6051750030273046,0.9358974358974359,0.9275156216332687,7.5e-05
123,27,0.5764041481873928,0.9871794871794872,0.9868131868131869,0.5869095722834269,0.9423076923076923,0.9348416289592761,7.5e-05
123,28,0.5547480078843924,0.9871794871794872,0.9863905325443787,0.5714209905037513,0.9423076923076923,0.9348416289592761,7.5e-05
123,29,0.540761085656973,1.0,1.0,0.5589556923279395,0.9294871794871795,0.9191822882999354,7.5e-05
123,30,0.5177564498705741,0.9935897435897436,0.9935449166218397,0.546633073916802,0.9294871794871795,0.9191822882999354,7.5e-05
123,31,0.5134036831366711,0.9807692307692307,0.9787264018033248,0.5332192350656558,0.9294871794871795,0.9191822882999354,3.75e-05
123,32,0.4956104189921648,0.9935897435897436,0.9935449166218397,0.526145033347301,0.9294871794871795,0.9191822882999354,3.75e-05
123,33,0.49036437884355205,1.0,1.0,0.5188453319745187,0.9294871794871795,0.9191822882999354,3.75e-05
123,34,0.5011767683885037,1.0,1.0,0.5110071928073199,0.9423076923076923,0.9348416289592761,3.75e-05
123,35,0.45255254934995603,1.0,1.0,0.5044965652319101,0.9423076923076923,0.9348416289592761,3.75e-05
123,36,0.4793426180497194,1.0,1.0,0.4978686143190433,0.9423076923076923,0.9348416289592761,3.75e-05
123,37,0.4695732287871532,1.0,1.0,0.4916564287283482,0.9423076923076923,0.9348416289592761,1.875e-05
123,38,0.4769320533825801,1.0,1.0,0.4883998326766185,0.9423076923076923,0.9348416289592761,1.875e-05
123,39,0.45060465580377823,0.9935897435897436,0.9935449166218397,0.4852785498667986,0.9487179487179487,0.941573358767929,1.875e-05
123,40,0.45680423424794125,1.0,1.0,0.48172337733782256,0.9487179487179487,0.941573358767929,1.875e-05
123,41,0.4281602585927034,1.0,1.0,0.4788594230627402,0.9487179487179487,0.941573358767929,1.875e-05
123,42,0.43809458995476747,1.0,1.0,0.4759872005536006,0.9487179487179487,0.941573358767929,1.875e-05
123,43,0.4163160163622636,1.0,1.0,0.47267576058705646,0.9551282051282052,0.9480284421460893,1.875e-05
123,44,0.4458589156468709,1.0,1.0,0.4696893554467421,0.9551282051282052,0.9480284421460893,1.875e-05
123,45,0.4259150838240599,0.9935897435897436,0.9935449166218397,0.4668606427999643,0.9551282051282052,0.9480284421460893,1.875e-05
123,46,0.41464386078027576,1.0,1.0,0.4643624287385207,0.9551282051282052,0.9480284421460893,1.875e-05
123,47,0.42897008932553804,1.0,1.0,0.46171452296085846,0.9551282051282052,0.9480284421460893,1.875e-05
123,48,0.4086083540549645,1.0,1.0,0.4595836125887357,0.9487179487179487,0.941573358767929,1.875e-05
123,49,0.4140106485440181,1.0,1.0,0.45739492239096224,0.9487179487179487,0.941573358767929,9.375e-06
123,50,0.4309762219587962,0.9935897435897436,0.9935449166218397,0.4560708739818671,0.9487179487179487,0.941573358767929,9.375e-06
123,51,0.4196577882155394,1.0,1.0,0.4544043968885373,0.9487179487179487,0.941573358767929,9.375e-06
